Source,Study_ID,Publication_status,ISO3,Country_Territory,Longitude_decimal_degrees,Latitude_decimal_degrees,Biogeographic_region,Coastal_typology,Mean_diameter_cm,Mean_canopy_heigth_m,Stand_basal_area_m2.ha,Stand_density_stems.ha,Aboveground_biomass_Mg.ha,Number_of_species_in_plot,Notes
Murdiyarso et al. 2015,3004_37,Published,IDN,Indonesia,124.754861,1.73780556,Indo West Pacific,II Small delta,10.69,20.1,18.53,1170,200.76,NA,
Murdiyarso et al. 2015,3004_38,Published,IDN,Indonesia,124.754861,1.73780556,Indo West Pacific,II Small delta,12.17,17.2,11.58,780,107.11,NA,
Murdiyarso et al. 2015,3004_39,Published,IDN,Indonesia,124.754861,1.73780556,Indo West Pacific,II Small delta,10.44,15.3,10.52,1040,86.49,NA,
Murdiyarso et al. 2015,3004_4,Published,IDN,Indonesia,133.535279,-2.14324402,Indo West Pacific,II Small delta,21.64,16.1,6.63,780,57.62,NA,
Murdiyarso et al. 2015,3004_40,Published,IDN,Indonesia,124.754861,1.73780556,Indo West Pacific,II Small delta,11.81,17.1,26.4,1885,243.88,NA,
Murdiyarso et al. 2015,3004_41,Published,IDN,Indonesia,124.754861,1.73780556,Indo West Pacific,II Small delta,10.14,14.2,12.65,1430,96.69,NA,
Murdiyarso et al. 2015,3004_42,Published,IDN,Indonesia,124.754861,1.73780556,Indo West Pacific,II Small delta,8.56,13.5,8.39,1300,60.86,NA,
Murdiyarso et al. 2015,3004_43,Published,IDN,Indonesia,124.506806,1.29616667,Indo West Pacific,II Small delta,16.97,22,22.86,715,270.82,NA,
Murdiyarso et al. 2015,3004_44,Published,IDN,Indonesia,124.506806,1.29616667,Indo West Pacific,II Small delta,22.19,20.2,16.34,780,178.02,NA,
Murdiyarso et al. 2015,3004_45,Published,IDN,Indonesia,124.506806,1.29616667,Indo West Pacific,II Small delta,8.57,14.2,2.71,390,20.77,NA,
Murdiyarso et al. 2015,3004_46,Published,IDN,Indonesia,124.506806,1.29616667,Indo West Pacific,II Small delta,10.94,15.8,5.09,455,43.31,NA,
Murdiyarso et al. 2015,3004_47,Published,IDN,Indonesia,124.506806,1.29616667,Indo West Pacific,II Small delta,8.6,13.2,4.13,650,29.45,NA,
Murdiyarso et al. 2015,3004_48,Published,IDN,Indonesia,124.506806,1.29616667,Indo West Pacific,II Small delta,12.09,16.4,17.3,1235,153.34,NA,
Murdiyarso et al. 2015,3004_49,Published,IDN,Indonesia,124.550694,1.37225,Indo West Pacific,II Small delta,12.81,18.1,13.45,780,130.97,NA,
Murdiyarso et al. 2015,3004_5,Published,IDN,Indonesia,133.535122,-2.14338483,Indo West Pacific,II Small delta,25.05,16.9,17.29,650,157.1,NA,
Murdiyarso et al. 2015,3004_50,Published,IDN,Indonesia,124.550694,1.37225,Indo West Pacific,II Small delta,14.83,16.2,20.79,1040,182.04,NA,
Murdiyarso et al. 2015,3004_51,Published,IDN,Indonesia,124.550694,1.37225,Indo West Pacific,II Small delta,12.58,15.8,16.18,1105,137.86,NA,
Murdiyarso et al. 2015,3004_52,Published,IDN,Indonesia,124.550694,1.37225,Indo West Pacific,II Small delta,20.54,19.5,28.74,1235,301.45,NA,
Murdiyarso et al. 2015,3004_53,Published,IDN,Indonesia,124.550694,1.37225,Indo West Pacific,II Small delta,12.22,15.8,11.42,780,96.99,NA,
Murdiyarso et al. 2015,3004_54,Published,IDN,Indonesia,124.550694,1.37225,Indo West Pacific,II Small delta,18.12,19.8,19.62,845,209.47,NA,
Murdiyarso et al. 2015,3004_55,Published,IDN,Indonesia,124.803806,1.56733333,Indo West Pacific,II Small delta,12.07,15.9,29.45,2145,251.92,NA,
Murdiyarso et al. 2015,3004_56,Published,IDN,Indonesia,124.803806,1.56733333,Indo West Pacific,II Small delta,11.52,16.6,23.94,1885,214.03,NA,
Murdiyarso et al. 2015,3004_57,Published,IDN,Indonesia,124.803806,1.56733333,Indo West Pacific,II Small delta,13.5,17,18.03,1430,165.6,NA,
Murdiyarso et al. 2015,3004_58,Published,IDN,Indonesia,124.803806,1.56733333,Indo West Pacific,II Small delta,10.94,14.2,12.65,1755,96.59,NA,
Murdiyarso et al. 2015,3004_59,Published,IDN,Indonesia,124.803806,1.56733333,Indo West Pacific,II Small delta,7.6,12.3,11.03,2210,73.19,NA,
Murdiyarso et al. 2015,3004_6,Published,IDN,Indonesia,133.534982,-2.14351405,Indo West Pacific,II Small delta,19.06,16.5,9.37,780,83.43,NA,
Murdiyarso et al. 2015,3004_60,Published,IDN,Indonesia,124.803806,1.56733333,Indo West Pacific,II Small delta,7.49,11.8,9.61,2080,61.03,NA,
Murdiyarso et al. 2015,3004_61,Published,IDN,Indonesia,109.361056,-0.65208333,Indo West Pacific,II Small delta,25.43,20.8,31.23,585,350.77,NA,
Murdiyarso et al. 2015,3004_62,Published,IDN,Indonesia,109.361056,-0.65208333,Indo West Pacific,II Small delta,23.08,20.9,34.41,715,387.85,NA,
Murdiyarso et al. 2015,3004_63,Published,IDN,Indonesia,109.361056,-0.65208333,Indo West Pacific,II Small delta,21.84,19.1,19.76,520,203.39,NA,
Murdiyarso et al. 2015,3004_64,Published,IDN,Indonesia,109.361056,-0.65208333,Indo West Pacific,II Small delta,21.97,20.4,27.81,650,305.37,NA,
Murdiyarso et al. 2015,3004_65,Published,IDN,Indonesia,109.361056,-0.65208333,Indo West Pacific,II Small delta,20.54,19.6,23.66,650,250.21,NA,
Murdiyarso et al. 2015,3004_66,Published,IDN,Indonesia,109.361056,-0.65208333,Indo West Pacific,II Small delta,30.13,24.1,39.35,585,511.57,NA,
Murdiyarso et al. 2015,3004_67,Published,IDN,Indonesia,109.395389,-0.63236111,Indo West Pacific,II Small delta,15.85,18.9,19.75,780,201.51,NA,
Murdiyarso et al. 2015,3004_68,Published,IDN,Indonesia,109.395389,-0.63236111,Indo West Pacific,II Small delta,19.51,21.7,20.37,520,237.86,NA,
Murdiyarso et al. 2015,3004_69,Published,IDN,Indonesia,109.395389,-0.63236111,Indo West Pacific,II Small delta,25.52,21,23.25,390,263.09,NA,
Murdiyarso et al. 2015,3004_7,Published,IDN,Indonesia,133.542167,-2.15142193,Indo West Pacific,II Small delta,24.25,20,17.17,845,184.95,NA,
Murdiyarso et al. 2015,3004_70,Published,IDN,Indonesia,109.395389,-0.63236111,Indo West Pacific,II Small delta,25.04,21.7,33.4,715,389.96,NA,
Murdiyarso et al. 2015,3004_71,Published,IDN,Indonesia,109.395389,-0.63236111,Indo West Pacific,II Small delta,20.8,22.9,15.75,325,194.39,NA,
Murdiyarso et al. 2015,3004_72,Published,IDN,Indonesia,109.395389,-0.63236111,Indo West Pacific,II Small delta,22.48,20.5,13.58,520,149.87,NA,
Murdiyarso et al. 2015,3004_73,Published,IDN,Indonesia,109.451889,-0.66333333,Indo West Pacific,II Small delta,15.08,16.3,40.74,1950,357.55,NA,
Murdiyarso et al. 2015,3004_74,Published,IDN,Indonesia,109.451889,-0.66333333,Indo West Pacific,II Small delta,18.98,19.1,26.71,845,275.42,NA,
Murdiyarso et al. 2015,3004_75,Published,IDN,Indonesia,109.451889,-0.66333333,Indo West Pacific,II Small delta,19.76,20.1,16.86,455,182.25,NA,
Murdiyarso et al. 2015,3004_76,Published,IDN,Indonesia,109.451889,-0.66333333,Indo West Pacific,II Small delta,25.93,18.4,15.71,260,156.16,NA,
Murdiyarso et al. 2015,3004_77,Published,IDN,Indonesia,109.451889,-0.66333333,Indo West Pacific,II Small delta,25.32,21.6,20.54,325,239.47,NA,
Murdiyarso et al. 2015,3004_78,Published,IDN,Indonesia,109.451889,-0.66333333,Indo West Pacific,II Small delta,10.33,15.5,2.37,195,19.82,NA,
Murdiyarso et al. 2015,3004_79,Published,IDN,Indonesia,109.446722,-0.66988889,Indo West Pacific,II Small delta,17.99,15.9,42.46,1170,363.01,NA,
Murdiyarso et al. 2015,3004_8,Published,IDN,Indonesia,133.54193,-2.15151713,Indo West Pacific,II Small delta,28.1,22.2,33.3,715,397.91,NA,
Murdiyarso et al. 2015,3004_80,Published,IDN,Indonesia,109.446722,-0.66988889,Indo West Pacific,II Small delta,31.25,16.2,12.79,130,111.66,NA,
Murdiyarso et al. 2015,3004_81,Published,IDN,Indonesia,109.446722,-0.66988889,Indo West Pacific,II Small delta,42.9,23.4,9.39,65,118.38,NA,
Murdiyarso et al. 2015,3004_82,Published,IDN,Indonesia,109.446722,-0.66988889,Indo West Pacific,II Small delta,36.5,21.7,6.8,65,79.55,NA,
Murdiyarso et al. 2015,3004_83,Published,IDN,Indonesia,109.446722,-0.66988889,Indo West Pacific,II Small delta,10,12,0.51,65,3.29,NA,
Murdiyarso et al. 2015,3004_84,Published,IDN,Indonesia,109.446722,-0.66988889,Indo West Pacific,II Small delta,16.75,15.5,2.94,130,24.55,NA,
Murdiyarso et al. 2015,3004_85,Published,IDN,Indonesia,109.437694,-0.66813889,Indo West Pacific,II Small delta,16.66,18.2,36.03,1365,353.51,NA,
Murdiyarso et al. 2015,3004_86,Published,IDN,Indonesia,109.437694,-0.66813889,Indo West Pacific,II Small delta,18.55,20.7,29.64,845,330.83,NA,
Murdiyarso et al. 2015,3004_87,Published,IDN,Indonesia,109.437694,-0.66813889,Indo West Pacific,II Small delta,17.76,22.1,32.21,1300,383.06,NA,
Murdiyarso et al. 2015,3004_88,Published,IDN,Indonesia,109.437694,-0.66813889,Indo West Pacific,II Small delta,19.43,20.1,39.03,1040,423.85,NA,
Murdiyarso et al. 2015,3004_89,Published,IDN,Indonesia,109.437694,-0.66813889,Indo West Pacific,II Small delta,13.36,22.4,15.15,650,183.05,NA,
Murdiyarso et al. 2015,3004_9,Published,IDN,Indonesia,133.541714,-2.15160277,Indo West Pacific,II Small delta,18.75,17.9,27.31,1495,263.19,NA,
Murdiyarso et al. 2015,3004_90,Published,IDN,Indonesia,109.437694,-0.66813889,Indo West Pacific,II Small delta,11.03,15.7,10.08,845,85.19,NA,
Murdiyarso et al. 2015,3004_91,Published,IDN,Indonesia,109.454194,-0.67475,Indo West Pacific,II Small delta,19.94,19.9,49.22,1040,529.2,NA,
Murdiyarso et al. 2015,3004_92,Published,IDN,Indonesia,109.454194,-0.67475,Indo West Pacific,II Small delta,25.25,23,27.51,780,340.33,NA,
Murdiyarso et al. 2015,3004_93,Published,IDN,Indonesia,109.454194,-0.67475,Indo West Pacific,II Small delta,11.86,14.8,11.92,975,95.1,NA,
Murdiyarso et al. 2015,3004_94,Published,IDN,Indonesia,109.454194,-0.67475,Indo West Pacific,II Small delta,17.55,19.2,23.2,1040,239.92,NA,
Murdiyarso et al. 2015,3004_95,Published,IDN,Indonesia,109.454194,-0.67475,Indo West Pacific,II Small delta,16.98,16.1,8.27,910,71.56,NA,
Murdiyarso et al. 2015,3004_96,Published,IDN,Indonesia,109.454194,-0.67475,Indo West Pacific,II Small delta,12.7,14.5,14.75,1495,115.67,NA,
Murdiyarso et al. 2015,3004_97,Published,IDN,Indonesia,109.443694,-0.67122222,Indo West Pacific,II Small delta,20.07,20.3,52.34,1495,573.48,NA,
Murdiyarso et al. 2015,3004_98,Published,IDN,Indonesia,109.443694,-0.67122222,Indo West Pacific,II Small delta,20.87,19.9,31.55,1235,338.69,NA,
Murdiyarso et al. 2015,3004_99,Published,IDN,Indonesia,109.443694,-0.67122222,Indo West Pacific,II Small delta,11.78,20.4,28.14,1560,309.15,NA,
Nam et al. 2016,590_1,Published,VNM,Vietnam,106.940232,10.484788,Indo West Pacific,III Tidal system,10.5,11,21.85,1863,130.5,8,
Nam et al. 2016,590_2,Published,VNM,Vietnam,105.111581,8.649831,Indo West Pacific,III Tidal system,9.5,12,22.89,2548,146.7,7,
Nascimento 1999,1135_1,Published,BRA,Brazil,-41.292222,-2.94888889,Atlantic East Pacific,III Tidal system,11.4,7.82,10.34,658,43.56,4,
Nascimento 1999,1135_2,Published,BRA,Brazil,-41.292222,-2.94888889,Atlantic East Pacific,III Tidal system,6.38,5.77,9.86,2376,30.66,3,
Nascimento 1999,1135_3,Published,BRA,Brazil,-41.292222,-2.94888889,Atlantic East Pacific,III Tidal system,7.92,6.07,22.25,2340,72.77,4,
Nascimento 1999,1135_4,Published,BRA,Brazil,-41.292222,-2.94888889,Atlantic East Pacific,III Tidal system,4.77,2.77,3.73,1700,5.56,3,
Nascimento 1999,1135_5,Published,BRA,Brazil,-41.292222,-2.94888889,Atlantic East Pacific,III Tidal system,8.98,6.58,28.88,2630,102.33,3,
Nascimento-Filho 2007,1137_1,Published,BRA,Brazil,-35.101675,-8.69306111,Atlantic East Pacific,III Tidal system,35.5,8.9,18.54,848,88.94,1,
Nascimento-Filho 2007,1137_2,Published,BRA,Brazil,-35.099428,-8.71309444,Atlantic East Pacific,III Tidal system,17.7,7.4,15.57,2075,62.1,1,
Nascimento-Filho 2007,1137_3,Published,BRA,Brazil,-35.101675,-8.69306111,Atlantic East Pacific,III Tidal system,12.5,3.3,8.4,8800,14.94,2,
Nascimento-Filho 2007,1137_4,Published,BRA,Brazil,-35.099428,-8.71309444,Atlantic East Pacific,III Tidal system,7.7,2.4,6.77,15800,8.76,2,
Nascimento-Filho 2007,1137_5,Published,BRA,Brazil,-35.100864,-8.73142778,Atlantic East Pacific,III Tidal system,15.4,7.6,14.29,3301,58.54,1,
Nascimento-Filho 2007,1137_6,Published,BRA,Brazil,-35.099428,-8.71309444,Atlantic East Pacific,III Tidal system,24.8,5.5,13.17,10000,39.04,1,
Nascimento-Filho 2007,1137_7,Published,BRA,Brazil,-35.100864,-8.73142778,Atlantic East Pacific,III Tidal system,11,2.5,17.68,62000,23.82,1,
Nascimento-Filho 2007,1137_8,Published,BRA,Brazil,-35.099428,-8.71309444,Atlantic East Pacific,III Tidal system,2.7,1,6.65,20400,3.58,3,
Nascimento-Filho 2007,1137_9,Published,BRA,Brazil,-35.099428,-8.71309444,Atlantic East Pacific,III Tidal system,1.1,0.4,6.59,6700,1.42,3,
Nazim et al. 2013,536,Published,PAK,Pakistan,66.892852,24.858912,Indo West Pacific,VI Arheic,NA,NA,NA,NA,NA,1,
Neto 2000,1139_1,Published,BRA,Brazil,-46.349039,-23.91473333,Atlantic East Pacific,IV Lagoon,10.65,8.47,40.04,4500,182.73,3,
Neto 2000,1139_2,Published,BRA,Brazil,-46.349039,-23.91473333,Atlantic East Pacific,IV Lagoon,11.38,8.65,23.38,2300,109.06,3,
Neto 2000,1139_3,Published,BRA,Brazil,-46.349039,-23.91473333,Atlantic East Pacific,IV Lagoon,9.08,7.68,20.73,3200,85.83,3,
Neto 2000,1139_4,Published,BRA,Brazil,-46.349039,-23.91473333,Atlantic East Pacific,IV Lagoon,11.08,8.39,19.65,2040,88.89,3,
NHSPR 1972,1140_1,Published,PRI,Puerto Rico,-66.191908,17.958175,Atlantic East Pacific,V Carbonate,4.12,4.8,15.5,11650,40.1,3,
NHSPR 1972,1140_2,Published,PRI,Puerto Rico,-66.191908,17.958175,Atlantic East Pacific,V Carbonate,2.98,4.4,14.4,20590,34.15,2,
NHSPR 1972,1140_3,Published,PRI,Puerto Rico,-66.191908,17.958175,Atlantic East Pacific,V Carbonate,1.96,4.8,14.3,47330,37,3,
Ntyam 2014,512_3,Published,CMR,Cameroon,9.622768,3.838747,Atlantic East Pacific,III Tidal system,NA,25.1,32.76,6100,443.21,3,
Ntyam 2014,512_4,Published,GHA,Ghana,0.630721,5.785864,Atlantic East Pacific,II Small delta,8.3,14,44.21,8225,333.61,1,
Ntyam 2014,512_5,Published,GHA,Ghana,0.630721,5.785864,Atlantic East Pacific,II Small delta,14.3,7.3,98.11,6075,386.03,1,
Ntyam 2014,512_6,Published,GHA,Ghana,0.630721,5.785864,Atlantic East Pacific,II Small delta,2.8,4.7,6.32,10200,16.01,3,
Ochoa-G???ez et al. 2018,3014_1,Published,MEX,Mexico,-110.322501,24.322683,Atlantic East Pacific,VI Arheic,3.67,3.3,13.7,12924,113.5,3,
Ochoa-G???ez et al. 2018,3014_2,Published,MEX,Mexico,-110.435604,24.174065,Atlantic East Pacific,VI Arheic,3.87,2.4,6.8,5775,65.2,3,
Ochoa-G???ez et al. 2018,3014_3,Published,MEX,Mexico,-110.305952,24.230831,Atlantic East Pacific,VI Arheic,3.34,2.1,9.7,11094,81.7,3,
Ohtsuka et al. 2019,3017,Published,JPN,Japan,124.230623,24.484227,Indo West Pacific,II Small delta,12.52,6.6,35.9,2917,161.3,2,
Okimoto et al. 2013,96,Published,THA,Thailand,102.571748,12.192538,Indo West Pacific,III Tidal system,NA,1.7,2,4440,1.91,1,
Ong et al. 1981,18,Published,MYS,Malaysia,100.393308,5.647136,Indo West Pacific,III Tidal system,NA,NA,NA,NA,290,2,
Ong et al. 1982,112_2,Published,MYS,Malaysia,100.393308,5.647136,Indo West Pacific,III Tidal system,NA,NA,NA,NA,16,NA,
Ong et al. 1982,112_4,Published,MYS,Malaysia,100.393308,5.647136,Indo West Pacific,III Tidal system,NA,NA,NA,NA,257.4,NA,
Ong et al. 1982,112_6,Published,MYS,Malaysia,100.393308,5.647136,Indo West Pacific,III Tidal system,NA,NA,NA,NA,286.8,NA,
Orjuela-Rojas et al. 2011,1142_1,Published,COL,Colombia,-73.244962,11.305335,Atlantic East Pacific,IV Lagoon,6.45,3.95,11,3350,23.42,2,
Orjuela-Rojas et al. 2011,1142_2,Published,COL,Colombia,-73.244962,11.305335,Atlantic East Pacific,IV Lagoon,14.25,14.35,9,944,69.61,2,
Orjuela-Rojas et al. 2011,1142_3,Published,COL,Colombia,-73.244962,11.305335,Atlantic East Pacific,IV Lagoon,22.65,12.9,39,920,271.17,2,
Orjuela-Rojas et al. 2011,1142_4,Published,COL,Colombia,-73.244962,11.305335,Atlantic East Pacific,IV Lagoon,10.1,5.35,3,525,8.65,2,
Orjuela-Rojas et al. 2011,1142_5,Published,COL,Colombia,-73.244962,11.305335,Atlantic East Pacific,IV Lagoon,6.3,4.07,6,2150,13.15,3,
Orjuela-Rojas et al. 2011,1142_6,Published,COL,Colombia,-73.244962,11.305335,Atlantic East Pacific,IV Lagoon,6.47,5.4,6,1688,17.46,3,
Orjuela-Rojas et al. 2011,1142_7,Published,COL,Colombia,-73.244962,11.305335,Atlantic East Pacific,IV Lagoon,12.57,8.6,17,1120,78.8,3,
Osland et al. 2014,3041,Published,USA,United States,-97.131931,27.915803,Atlantic East Pacific,IV Lagoon,NA,83.5,NA,NA,NA,1,
Owers et al. 2018,3066_1,Published,AUS,Australia,150.844825,-34.629194,Indo West Pacific,III Tidal system,18.5,4.6,28.84,1073,71.5,1,
Owers et al. 2018,3066_2,Published,AUS,Australia,150.844825,-34.629194,Indo West Pacific,III Tidal system,7.8,2.5,39.38,8245,53.06,1,
Owers et al. 2018,3066_3,Published,AUS,Australia,150.844825,-34.629194,Indo West Pacific,III Tidal system,6.4,1,19.81,6162,10.68,2,
Pandey et al. 2019,3022_1,Published,IND,India,86.8468,20.728155,Indo West Pacific,II Small delta,20.14,18.45,22.4,NA,222.74,1,
Pandey et al. 2019,3022_10,Published,IND,India,86.8468,20.728155,Indo West Pacific,II Small delta,21.85,11.25,57.9,NA,351.14,1,
Pandey et al. 2019,3022_2,Published,IND,India,86.8468,20.728155,Indo West Pacific,II Small delta,16.54,17.23,24.9,NA,231.43,1,
Pandey et al. 2019,3022_3,Published,IND,India,86.8468,20.728155,Indo West Pacific,II Small delta,22.17,15.03,32.4,NA,262.44,1,
Pandey et al. 2019,3022_4,Published,IND,India,86.8468,20.728155,Indo West Pacific,II Small delta,17.21,18.17,34.6,NA,339.13,1,
Pandey et al. 2019,3022_5,Published,IND,India,86.8468,20.728155,Indo West Pacific,II Small delta,18.83,12.35,43.2,NA,287.66,1,
Pandey et al. 2019,3022_6,Published,IND,India,86.8468,20.728155,Indo West Pacific,II Small delta,27.52,14.13,49.8,NA,379.64,1,
Pandey et al. 2019,3022_7,Published,IND,India,86.8468,20.728155,Indo West Pacific,II Small delta,20.28,15.38,19.6,NA,162.13,1,
Pandey et al. 2019,3022_8,Published,IND,India,86.8468,20.728155,Indo West Pacific,II Small delta,26.69,12.29,29.7,NA,196.92,1,
Pandey et al. 2019,3022_9,Published,IND,India,86.8468,20.728155,Indo West Pacific,II Small delta,28.56,12.24,53.9,NA,355.36,1,
Panitz 1986,1143,Published,BRA,Brazil,-48.516308,-27.58065556,Atlantic East Pacific,III Tidal system,NA,NA,NA,NA,NA,3,
Paraguassu & Silva 2007,1144_2,Published,BRA,Brazil,-38.757142,-12.75598611,Atlantic East Pacific,III Tidal system,NA,NA,3.3,NA,NA,2,
Parkinson et al. 1999,1146_1,Published,USA,United States,-80.279131,27.42181111,Atlantic East Pacific,IV Lagoon,12.01,7.5,20.39,1800,82.43,NA,
Pellegrini 2000,1147_1,Published,BRA,Brazil,-43.577272,-23.013475,Atlantic East Pacific,IV Lagoon,8.77,7.63,24.74,4100,101.74,3,
Pellegrini 2000,1147_2,Published,BRA,Brazil,-43.577272,-23.013475,Atlantic East Pacific,IV Lagoon,9.33,7.39,19.6,1966,78.07,3,
Pellegrini 2000,1147_3,Published,BRA,Brazil,-43.577272,-23.013475,Atlantic East Pacific,IV Lagoon,5.16,4.16,20.5,9600,45.97,3,
Pellegrini 2000,1147_4,Published,BRA,Brazil,-43.577272,-23.013475,Atlantic East Pacific,IV Lagoon,3.56,3.27,13.37,13400,23.57,3,
Pellegrini 2000,1147_5,Published,BRA,Brazil,-43.577272,-23.013475,Atlantic East Pacific,IV Lagoon,2.3,1.35,14.29,34300,10.4,2,
Pellegrini 2000,1147_6,Published,BRA,Brazil,-43.577272,-23.013475,Atlantic East Pacific,IV Lagoon,4.15,1.07,61.73,45428,35.6,2,
Pellegrini 2000,1147_7,Published,BRA,Brazil,-43.577272,-23.013475,Atlantic East Pacific,IV Lagoon,7.23,1.24,51.96,12666,34.73,1,
Pellegrini 2000,1147_8,Published,BRA,Brazil,-43.577272,-23.013475,Atlantic East Pacific,IV Lagoon,3.74,0.79,37,33666,15.75,1,
Pellegrini 2010,1148_1,Published,BRA,Brazil,-38.898786,-13.44288056,Atlantic East Pacific,III Tidal system,11.8,5.6,13.87,1738,41.88,3,
Pellegrini 2010,1148_10,Published,BRA,Brazil,-38.898786,-13.44288056,Atlantic East Pacific,III Tidal system,4.8,3.5,15.63,10794,29.48,3,
Pellegrini 2010,1148_11,Published,BRA,Brazil,-38.898786,-13.44288056,Atlantic East Pacific,III Tidal system,6.4,4.9,10.12,4857,26.74,2,
Pellegrini 2010,1148_12,Published,BRA,Brazil,-38.898786,-13.44288056,Atlantic East Pacific,III Tidal system,27.6,17.2,21.46,428,198.94,1,
Pellegrini 2010,1148_13,Published,BRA,Brazil,-38.898786,-13.44288056,Atlantic East Pacific,III Tidal system,27,15.3,12,212,99,1,
Pellegrini 2010,1148_14,Published,BRA,Brazil,-38.898786,-13.44288056,Atlantic East Pacific,III Tidal system,9.6,7.7,16.46,2293,68.33,1,
Pellegrini 2010,1148_15,Published,BRA,Brazil,-38.898786,-13.44288056,Atlantic East Pacific,III Tidal system,10.5,7.1,22.02,2606,84.28,1,
Pellegrini 2010,1148_16,Published,BRA,Brazil,-38.898786,-13.44288056,Atlantic East Pacific,III Tidal system,3.1,3.4,6.26,9038,11.48,1,
Pellegrini 2010,1148_17,Published,BRA,Brazil,-38.898786,-13.44288056,Atlantic East Pacific,III Tidal system,2.5,2.1,6.73,13714,7.62,2,
Pellegrini 2010,1148_18,Published,BRA,Brazil,-38.898786,-13.44288056,Atlantic East Pacific,III Tidal system,20.8,13.6,20.07,649,147.11,1,
Pellegrini 2010,1148_19,Published,BRA,Brazil,-38.898786,-13.44288056,Atlantic East Pacific,III Tidal system,10.4,9.9,13.65,1948,72.85,1,
Pellegrini 2010,1148_2,Published,BRA,Brazil,-38.898786,-13.44288056,Atlantic East Pacific,III Tidal system,12.8,5.9,22.49,2071,71.53,3,
Pellegrini 2010,1148_20,Published,BRA,Brazil,-38.898786,-13.44288056,Atlantic East Pacific,III Tidal system,22.5,9.6,18.71,505,96.83,2,
Pellegrini 2010,1148_21,Published,BRA,Brazil,-38.898786,-13.44288056,Atlantic East Pacific,III Tidal system,27.5,12.5,5.14,174,34.61,1,
Pellegrini 2010,1148_22,Published,BRA,Brazil,-38.898786,-13.44288056,Atlantic East Pacific,III Tidal system,17.2,10.8,16,709,93.12,1,
